,Longitude (x),Latitude (y),Station Name,Climate ID,Date/Time (LST),Year,Month,Day,Time (LST),Temp (°C),Temp Flag,Dew Point Temp (°C),Dew Point Temp Flag,Rel Hum (%),Rel Hum Flag,Precip. Amount (mm),Precip. Amount Flag,Wind Dir (10s deg),Wind Dir Flag,Wind Spd (km/h),Wind Spd Flag,Visibility (km),Visibility Flag,Stn Press (kPa),Stn Press Flag,Hmdx,Hmdx Flag,Wind Chill,Wind Chill Flag,Weather
139,-79.4,43.63,TORONTO CITY CENTRE,6158359,2023-02-06 19:00,2023,2,6,19:00,-1.9,,-6.1,,73,,0.0,,14.0,,5.0,,16.1,,101.7,,,,-4.0,,
140,-79.4,43.63,TORONTO CITY CENTRE,6158359,2023-02-06 20:00,2023,2,6,20:00,-1.5,,-5.9,,72,,0.0,,13.0,,5.0,,16.1,,101.64,,,,-3.0,,
141,-79.4,43.63,TORONTO CITY CENTRE,6158359,2023-02-06 21:00,2023,2,6,21:00,-0.3,,-5.2,,70,,0.0,,12.0,,11.0,,16.1,,101.59,,,,-4.0,,
142,-79.4,43.63,TORONTO CITY CENTRE,6158359,2023-02-06 22:00,2023,2,6,22:00,0.0,,-4.6,,72,,0.0,,13.0,,11.0,,16.1,,101.57,,,,-4.0,,
143,-79.4,43.63,TORONTO CITY CENTRE,6158359,2023-02-06 23:00,2023,2,6,23:00,0.0,,-4.8,,70,,0.0,,17.0,,13.0,,16.1,,101.57,,,,-4.0,,
144,-79.4,43.63,TORONTO CITY CENTRE,6158359,2023-02-07 00:00,2023,2,7,00:00,0.1,,-4.4,,72,,0.0,,17.0,,15.0,,16.1,,101.56,,,,,,
145,-79.4,43.63,TORONTO CITY CENTRE,6158359,2023-02-07 01:00,2023,2,7,01:00,0.2,,-3.9,,74,,0.0,,17.0,,17.0,,16.1,,101.54,,,,,,
146,-79.4,43.63,TORONTO CITY CENTRE,6158359,2023-02-07 02:00,2023,2,7,02:00,0.0,,-4.5,,72,,0.0,,14.0,,13.0,,16.1,,101.48,,,,-4.0,,
147,-79.4,43.63,TORONTO CITY CENTRE,6158359,2023-02-07 03:00,2023,2,7,03:00,0.2,,-4.4,,71,,0.0,,15.0,,17.0,,16.1,,101.33,,,,,,
148,-79.4,43.63,TORONTO CITY CENTRE,6158359,2023-02-07 04:00,2023,2,7,04:00,0.2,,-3.7,,75,,0.0,,12.0,,13.0,,16.1,,101.27,,,,,,
149,-79.4,43.63,TORONTO CITY CENTRE,6158359,2023-02-07 05:00,2023,2,7,05:00,0.5,,-3.4,,75,,0.0,,16.0,,13.0,,16.1,,101.22,,,,,,
150,-79.4,43.63,TORONTO CITY CENTRE,6158359,2023-02-07 06:00,2023,2,7,06:00,-0.4,,-3.8,,78,,0.0,,12.0,,11.0,,16.1,,101.03,,,,-4.0,,
151,-79.4,43.63,TORONTO CITY CENTRE,6158359,2023-02-07 07:00,2023,2,7,07:00,-0.2,,-3.2,,80,,0.0,,15.0,,15.0,,16.1,,100.92,,,,-5.0,,
152,-79.4,43.63,TORONTO CITY CENTRE,6158359,2023-02-07 08:00,2023,2,7,08:00,-0.1,,-3.0,,81,,0.0,,12.0,,11.0,,16.1,,100.82,,,,-4.0,,
153,-79.4,43.63,TORONTO CITY CENTRE,6158359,2023-02-07 09:00,2023,2,7,09:00,0.8,,-2.3,,80,,0.0,,12.0,,13.0,,16.1,,100.58,,,,,,
154,-79.4,43.63,TORONTO CITY CENTRE,6158359,2023-02-07 10:00,2023,2,7,10:00,1.3,,-2.7,,75,,0.0,,14.0,,9.0,,16.1,,100.48,,,,,,
155,-79.4,43.63,TORONTO CITY CENTRE,6158359,2023-02-07 11:00,2023,2,7,11:00,1.5,,-2.1,,77,,0.0,,11.0,,11.0,,16.1,,100.32,,,,,,
156,-79.4,43.63,TORONTO CITY CENTRE,6158359,2023-02-07 12:00,2023,2,7,12:00,2.8,,-1.0,,76,,0.0,,18.0,,5.0,,16.1,,100.19,,,,,,
157,-79.4,43.63,TORONTO CITY CENTRE,6158359,2023-02-07 13:00,2023,2,7,13:00,4.6,,0.0,,72,,0.0,,26.0,,11.0,,16.1,,100.14,,,,,,
158,-79.4,43.63,TORONTO CITY CENTRE,6158359,2023-02-07 14:00,2023,2,7,14:00,6.2,,1.7,,73,,0.0,,23.0,,15.0,,16.1,,100.04,,,,,,
159,-79.4,43.63,TORONTO CITY CENTRE,6158359,2023-02-07 15:00,2023,2,7,15:00,6.7,,1.8,,71,,0.0,,24.0,,26.0,,16.1,,100.06,,,,,,
160,-79.4,43.63,TORONTO CITY CENTRE,6158359,2023-02-07 16:00,2023,2,7,16:00,6.2,,1.9,,74,,0.0,,24.0,,21.0,,16.1,,100.1,,,,,,
161,-79.4,43.63,TORONTO CITY CENTRE,6158359,2023-02-07 17:00,2023,2,7,17:00,6.6,,1.9,,72,,0.0,,27.0,,9.0,,16.1,,100.26,,,,,,
162,-79.4,43.63,TORONTO CITY CENTRE,6158359,2023-02-07 18:00,2023,2,7,18:00,6.6,,2.1,,73,,0.0,,26.0,,32.0,,16.1,,100.37,,,,,,
163,-79.4,43.63,TORONTO CITY CENTRE,6158359,2023-02-07 19:00,2023,2,7,19:00,6.6,,1.9,,72,,0.0,,28.0,,35.0,,16.1,,100.51,,,,,,
164,-79.4,43.63,TORONTO CITY CENTRE,6158359,2023-02-07 20:00,2023,2,7,20:00,5.3,,1.6,,77,,0.0,,27.0,,34.0,,16.1,,100.64,,,,,,
165,-79.4,43.63,TORONTO CITY CENTRE,6158359,2023-02-07 21:00,2023,2,7,21:00,4.2,,1.6,,83,,0.0,,27.0,,26.0,,16.1,,100.69,,,,,,
166,-79.4,43.63,TORONTO CITY CENTRE,6158359,2023-02-07 22:00,2023,2,7,22:00,3.1,,1.3,,88,,0.0,,25.0,,21.0,,16.1,,100.78,,,,,,
167,-79.4,43.63,TORONTO CITY CENTRE,6158359,2023-02-07 23:00,2023,2,7,23:00,2.9,,1.3,,89,,0.0,,27.0,,18.0,,16.1,,100.81,,,,,,
168,-79.4,43.63,TORONTO CITY CENTRE,6158359,2023-02-08 00:00,2023,2,8,00:00,3.9,,0.6,,79,,0.0,,29.0,,24.0,,16.1,,100.88,,,,,,
169,-79.4,43.63,TORONTO CITY CENTRE,6158359,2023-02-08 01:00,2023,2,8,01:00,3.2,,0.5,,82,,0.0,,29.0,,22.0,,16.1,,100.93,,,,,,
170,-79.4,43.63,TORONTO CITY CENTRE,6158359,2023-02-08 02:00,2023,2,8,02:00,3.0,,0.4,,83,,0.0,,27.0,,21.0,,16.1,,100.99,,,,,,
171,-79.4,43.63,TORONTO CITY CENTRE,6158359,2023-02-08 03:00,2023,2,8,03:00,3.0,,0.1,,81,,0.0,,26.0,,17.0,,16.1,,101.05,,,,,,
172,-79.4,43.63,TORONTO CITY CENTRE,6158359,2023-02-08 04:00,2023,2,8,04:00,2.6,,0.3,,85,,0.0,,23.0,,18.0,,16.1,,101.1,,,,,,
173,-79.4,43.63,TORONTO CITY CENTRE,6158359,2023-02-08 05:00,2023,2,8,05:00,2.4,,0.6,,88,,0.0,,24.0,,17.0,,16.1,,101.17,,,,,,
174,-79.4,43.63,TORONTO CITY CENTRE,6158359,2023-02-08 06:00,2023,2,8,06:00,2.1,,0.3,,88,,0.0,,24.0,,18.0,,16.1,,101.26,,,,,,
175,-79.4,43.63,TORONTO CITY CENTRE,6158359,2023-02-08 07:00,2023,2,8,07:00,2.3,,-0.4,,83,,0.0,,24.0,,18.0,,16.1,,101.34,,,,,,
176,-79.4,43.63,TORONTO CITY CENTRE,6158359,2023-02-08 08:00,2023,2,8,08:00,2.4,,-0.4,,82,,0.0,,23.0,,18.0,,16.1,,101.39,,,,,,
177,-79.4,43.63,TORONTO CITY CENTRE,6158359,2023-02-08 09:00,2023,2,8,09:00,2.9,,-0.4,,79,,0.0,,23.0,,15.0,,16.1,,101.44,,,,,,
178,-79.4,43.63,TORONTO CITY CENTRE,6158359,2023-02-08 10:00,2023,2,8,10:00,3.4,,-1.3,,71,,0.0,,27.0,,18.0,,16.1,,101.52,,,,,,
179,-79.4,43.63,TORONTO CITY CENTRE,6158359,2023-02-08 11:00,2023,2,8,11:00,4.6,,-1.0,,67,,0.0,,27.0,,22.0,,16.1,,101.59,,,,,,
180,-79.4,43.63,TORONTO CITY CENTRE,6158359,2023-02-08 12:00,2023,2,8,12:00,5.4,,-1.3,,62,,0.0,,27.0,,21.0,,16.1,,101.54,,,,,,
181,-79.4,43.63,TORONTO CITY CENTRE,6158359,2023-02-08 13:00,2023,2,8,13:00,6.2,,-1.4,,58,,0.0,,25.0,,17.0,,16.1,,101.49,,,,,,
182,-79.4,43.63,TORONTO CITY CENTRE,6158359,2023-02-08 14:00,2023,2,8,14:00,5.1,,0.8,,74,,0.0,,20.0,,18.0,,16.1,,101.45,,,,,,
183,-79.4,43.63,TORONTO CITY CENTRE,6158359,2023-02-08 15:00,2023,2,8,15:00,5.1,,0.7,,73,,0.0,,21.0,,18.0,,16.1,,101.44,,,,,,
184,-79.4,43.63,TORONTO CITY CENTRE,6158359,2023-02-08 16:00,2023,2,8,16:00,4.9,,0.5,,73,,0.0,,22.0,,15.0,,16.1,,101.47,,,,,,
185,-79.4,43.63,TORONTO CITY CENTRE,6158359,2023-02-08 17:00,2023,2,8,17:00,5.7,,-2.4,,56,,0.0,,27.0,,15.0,,16.1,,101.45,,,,,,
186,-79.4,43.63,TORONTO CITY CENTRE,6158359,2023-02-08 18:00,2023,2,8,18:00,3.1,,-0.5,,78,,0.0,,24.0,,15.0,,16.1,,101.53,,,,,,
187,-79.4,43.63,TORONTO CITY CENTRE,6158359,2023-02-08 19:00,2023,2,8,19:00,2.7,,-0.1,,82,,0.0,,25.0,,15.0,,16.1,,101.57,,,,,,
188,-79.4,43.63,TORONTO CITY CENTRE,6158359,2023-02-08 20:00,2023,2,8,20:00,2.0,,0.0,,86,,0.0,,29.0,,15.0,,16.1,,101.56,,,,,,
189,-79.4,43.63,TORONTO CITY CENTRE,6158359,2023-02-08 21:00,2023,2,8,21:00,2.3,,0.8,,90,,0.0,,27.0,,9.0,,11.3,,101.56,,,,,,
190,-79.4,43.63,TORONTO CITY CENTRE,6158359,2023-02-08 22:00,2023,2,8,22:00,3.2,,-0.8,,75,,0.0,,32.0,,22.0,,16.1,,101.53,,,,,,
191,-79.4,43.63,TORONTO CITY CENTRE,6158359,2023-02-08 23:00,2023,2,8,23:00,2.2,,-0.4,,83,,0.0,,26.0,,8.0,,16.1,,101.48,,,,,,
192,-79.4,43.63,TORONTO CITY CENTRE,6158359,2023-02-09 00:00,2023,2,9,00:00,-0.2,,-1.3,,92,,0.0,,18.0,,4.0,,8.1,,101.4,,,,-1.0,,Fog
193,-79.4,43.63,TORONTO CITY CENTRE,6158359,2023-02-09 01:00,2023,2,9,01:00,-0.2,,-1.2,,93,,0.0,,10.0,,8.0,,6.4,,101.29,,,,-3.0,,Fog
194,-79.4,43.63,TORONTO CITY CENTRE,6158359,2023-02-09 02:00,2023,2,9,02:00,1.7,,0.7,,93,,0.0,,9.0,,8.0,,8.1,,101.29,,,,,,Fog
195,-79.4,43.63,TORONTO CITY CENTRE,6158359,2023-02-09 03:00,2023,2,9,03:00,1.4,,0.9,,96,,0.0,,6.0,,13.0,,4.8,,101.17,,,,,,Fog
196,-79.4,43.63,TORONTO CITY CENTRE,6158359,2023-02-09 04:00,2023,2,9,04:00,1.7,,0.7,,93,,0.0,,6.0,,17.0,,6.4,,101.1,,,,,,Fog
197,-79.4,43.63,TORONTO CITY CENTRE,6158359,2023-02-09 05:00,2023,2,9,05:00,2.0,,0.8,,92,,0.0,,5.0,,30.0,,8.1,,101.03,,,,,,Fog
198,-79.4,43.63,TORONTO CITY CENTRE,6158359,2023-02-09 06:00,2023,2,9,06:00,2.3,,1.4,,94,,0.0,,5.0,,32.0,,4.8,,100.9,,,,,,Fog
199,-79.4,43.63,TORONTO CITY CENTRE,6158359,2023-02-09 07:00,2023,2,9,07:00,2.6,,1.0,,89,,0.0,,5.0,,34.0,,11.3,,100.78,,,,,,Rain
200,-79.4,43.63,TORONTO CITY CENTRE,6158359,2023-02-09 08:00,2023,2,9,08:00,2.3,,1.3,,93,,0.8,,5.0,,37.0,,6.4,,100.69,,,,,,"Rain,Fog"
201,-79.4,43.63,TORONTO CITY CENTRE,6158359,2023-02-09 09:00,2023,2,9,09:00,2.5,,1.9,,96,,1.5,,5.0,,39.0,,4.8,,100.55,,,,,,"Rain,Fog"
202,-79.4,43.63,TORONTO CITY CENTRE,6158359,2023-02-09 10:00,2023,2,9,10:00,2.3,,1.7,,96,,2.8,,6.0,,34.0,,4.8,,100.45,,,,,,"Rain,Fog"
203,-79.4,43.63,TORONTO CITY CENTRE,6158359,2023-02-09 11:00,2023,2,9,11:00,2.4,,2.0,,97,,2.2,,6.0,,30.0,,4.8,,100.26,,,,,,"Rain,Fog"
204,-79.4,43.63,TORONTO CITY CENTRE,6158359,2023-02-09 12:00,2023,2,9,12:00,2.7,,2.4,,98,,5.2,,6.0,,37.0,,4.0,,100.02,,,,,,"Moderate Rain,Fog"
205,-79.4,43.63,TORONTO CITY CENTRE,6158359,2023-02-09 13:00,2023,2,9,13:00,3.0,,2.7,,98,,4.5,,6.0,,43.0,,4.0,,99.76,,,,,,"Moderate Rain,Fog"
206,-79.4,43.63,TORONTO CITY CENTRE,6158359,2023-02-09 14:00,2023,2,9,14:00,3.5,,3.2,,98,,1.8,,5.0,,37.0,,6.4,,99.58,,,,,,"Rain,Fog"
207,-79.4,43.63,TORONTO CITY CENTRE,6158359,2023-02-09 15:00,2023,2,9,15:00,3.4,,3.1,,98,,0.2,,5.0,,39.0,,4.8,,99.47,,,,,,"Rain,Fog"
208,-79.4,43.63,TORONTO CITY CENTRE,6158359,2023-02-09 16:00,2023,2,9,16:00,3.6,,3.5,,99,,0.0,,5.0,,43.0,,4.8,,99.34,,,,,,Fog
209,-79.4,43.63,TORONTO CITY CENTRE,6158359,2023-02-09 17:00,2023,2,9,17:00,3.4,,3.1,,98,,0.5,,6.0,,37.0,,4.8,,99.3,,,,,,"Rain,Fog"
210,-79.4,43.63,TORONTO CITY CENTRE,6158359,2023-02-09 18:00,2023,2,9,18:00,4.2,,3.5,,95,,1.2,,5.0,,28.0,,16.1,,99.34,,,,,,
211,-79.4,43.63,TORONTO CITY CENTRE,6158359,2023-02-09 19:00,2023,2,9,19:00,3.6,,3.0,,96,,2.2,,7.0,,30.0,,4.8,,99.21,,,,,,"Rain,Fog"
212,-79.4,43.63,TORONTO CITY CENTRE,6158359,2023-02-09 20:00,2023,2,9,20:00,4.0,,3.7,,98,,2.2,,6.0,,32.0,,4.8,,99.18,,,,,,Fog
213,-79.4,43.63,TORONTO CITY CENTRE,6158359,2023-02-09 21:00,2023,2,9,21:00,3.5,,3.2,,98,,0.0,,15.0,,18.0,,4.8,,99.31,,,,,,Fog
214,-79.4,43.63,TORONTO CITY CENTRE,6158359,2023-02-09 22:00,2023,2,9,22:00,3.8,,3.7,,99,,0.2,,,M,4.0,,2.4,,99.28,,,,,,"Rain,Fog"
215,-79.4,43.63,TORONTO CITY CENTRE,6158359,2023-02-09 23:00,2023,2,9,23:00,3.6,,3.5,,99,,0.0,,27.0,,13.0,,16.1,,99.33,,,,,,
216,-79.4,43.63,TORONTO CITY CENTRE,6158359,2023-02-10 00:00,2023,2,10,00:00,5.6,,3.6,,87,,0.0,,23.0,,28.0,,16.1,,99.37,,,,,,
217,-79.4,43.63,TORONTO CITY CENTRE,6158359,2023-02-10 01:00,2023,2,10,01:00,5.0,,2.4,,83,,0.0,,24.0,,30.0,,16.1,,99.47,,,,,,
218,-79.4,43.63,TORONTO CITY CENTRE,6158359,2023-02-10 02:00,2023,2,10,02:00,4.5,,2.2,,85,,0.0,,24.0,,26.0,,16.1,,99.51,,,,,,
219,-79.4,43.63,TORONTO CITY CENTRE,6158359,2023-02-10 03:00,2023,2,10,03:00,4.8,,1.8,,81,,0.0,,24.0,,30.0,,16.1,,99.59,,,,,,
220,-79.4,43.63,TORONTO CITY CENTRE,6158359,2023-02-10 04:00,2023,2,10,04:00,4.6,,1.3,,79,,0.0,,25.0,,43.0,,16.1,,99.67,,,,,,
221,-79.4,43.63,TORONTO CITY CENTRE,6158359,2023-02-10 05:00,2023,2,10,05:00,3.3,,0.2,,80,,0.0,,27.0,,35.0,,16.1,,99.81,,,,,,
222,-79.4,43.63,TORONTO CITY CENTRE,6158359,2023-02-10 06:00,2023,2,10,06:00,3.2,,0.1,,80,,0.0,,27.0,,32.0,,16.1,,99.92,,,,,,
223,-79.4,43.63,TORONTO CITY CENTRE,6158359,2023-02-10 07:00,2023,2,10,07:00,3.5,,-0.3,,76,,0.0,,28.0,,32.0,,16.1,,100.03,,,,,,
224,-79.4,43.63,TORONTO CITY CENTRE,6158359,2023-02-10 08:00,2023,2,10,08:00,3.6,,-0.6,,74,,0.0,,28.0,,34.0,,16.1,,100.18,,,,,,
225,-79.4,43.63,TORONTO CITY CENTRE,6158359,2023-02-10 09:00,2023,2,10,09:00,3.8,,-0.2,,75,,0.0,,27.0,,34.0,,16.1,,100.34,,,,,,
226,-79.4,43.63,TORONTO CITY CENTRE,6158359,2023-02-10 10:00,2023,2,10,10:00,3.7,,-0.1,,76,,0.0,,26.0,,30.0,,16.1,,100.45,,,,,,
227,-79.4,43.63,TORONTO CITY CENTRE,6158359,2023-02-10 11:00,2023,2,10,11:00,3.6,,-0.1,,77,,0.0,,26.0,,32.0,,16.1,,100.53,,,,,,
228,-79.4,43.63,TORONTO CITY CENTRE,6158359,2023-02-10 12:00,2023,2,10,12:00,3.3,,-0.3,,77,,0.0,,27.0,,35.0,,16.1,,100.59,,,,,,
229,-79.4,43.63,TORONTO CITY CENTRE,6158359,2023-02-10 13:00,2023,2,10,13:00,3.0,,-0.6,,77,,0.0,,28.0,,28.0,,16.1,,100.63,,,,,,
230,-79.4,43.63,TORONTO CITY CENTRE,6158359,2023-02-10 14:00,2023,2,10,14:00,2.9,,-0.4,,79,,0.0,,28.0,,28.0,,16.1,,100.63,,,,,,
231,-79.4,43.63,TORONTO CITY CENTRE,6158359,2023-02-10 15:00,2023,2,10,15:00,3.0,,-2.8,,66,,0.0,,27.0,,39.0,,16.1,,100.65,,,,,,
232,-79.4,43.63,TORONTO CITY CENTRE,6158359,2023-02-10 16:00,2023,2,10,16:00,2.9,,-4.4,,59,,0.0,,27.0,,43.0,,16.1,,100.68,,,,,,
233,-79.4,43.63,TORONTO CITY CENTRE,6158359,2023-02-10 17:00,2023,2,10,17:00,1.7,,-6.0,,57,,0.0,,27.0,,32.0,,16.1,,100.78,,,,,,
234,-79.4,43.63,TORONTO CITY CENTRE,6158359,2023-02-10 18:00,2023,2,10,18:00,1.6,,-5.9,,57,,0.0,,30.0,,28.0,,16.1,,100.85,,,,,,
235,-79.4,43.63,TORONTO CITY CENTRE,6158359,2023-02-10 19:00,2023,2,10,19:00,1.0,,-5.1,,64,,0.0,,29.0,,28.0,,16.1,,100.92,,,,,,
236,-79.4,43.63,TORONTO CITY CENTRE,6158359,2023-02-10 20:00,2023,2,10,20:00,0.4,,-6.7,,59,,0.0,,29.0,,43.0,,16.1,,100.99,,,,,,
237,-79.4,43.63,TORONTO CITY CENTRE,6158359,2023-02-10 21:00,2023,2,10,21:00,0.2,,-5.2,,67,,0.0,,27.0,,30.0,,16.1,,101.07,,,,,,
238,-79.4,43.63,TORONTO CITY CENTRE,6158359,2023-02-10 22:00,2023,2,10,22:00,-0.3,,-5.6,,67,,0.0,,28.0,,32.0,,16.1,,101.11,,,,-7.0,,
239,-79.4,43.63,TORONTO CITY CENTRE,6158359,2023-02-10 23:00,2023,2,10,23:00,-0.2,,-5.6,,67,,0.0,,28.0,,34.0,,16.1,,101.17,,,,-7.0,,Snow
240,-79.4,43.63,TORONTO CITY CENTRE,6158359,2023-02-11 00:00,2023,2,11,00:00,-0.4,,-7.0,,61,,0.0,,32.0,,32.0,,16.1,,101.29,,,,-7.0,,Snow
241,-79.4,43.63,TORONTO CITY CENTRE,6158359,2023-02-11 01:00,2023,2,11,01:00,-2.0,,-8.1,,63,,0.0,,31.0,,30.0,,16.1,,101.41,,,,-9.0,,Snow
242,-79.4,43.63,TORONTO CITY CENTRE,6158359,2023-02-11 02:00,2023,2,11,02:00,-2.6,,-8.5,,64,,0.0,,29.0,,45.0,,16.1,,101.47,,,,-11.0,,Snow
243,-79.4,43.63,TORONTO CITY CENTRE,6158359,2023-02-11 03:00,2023,2,11,03:00,-2.9,,-8.6,,65,,0.0,,30.0,,37.0,,16.1,,101.58,,,,-11.0,,
244,-79.4,43.63,TORONTO CITY CENTRE,6158359,2023-02-11 04:00,2023,2,11,04:00,-3.1,,-8.7,,66,,0.0,,30.0,,30.0,,16.1,,101.64,,,,-11.0,,
245,-79.4,43.63,TORONTO CITY CENTRE,6158359,2023-02-11 05:00,2023,2,11,05:00,-3.3,,-9.0,,65,,0.0,,29.0,,32.0,,16.1,,101.71,,,,-11.0,,
246,-79.4,43.63,TORONTO CITY CENTRE,6158359,2023-02-11 06:00,2023,2,11,06:00,-3.5,,-9.4,,64,,0.0,,30.0,,32.0,,16.1,,101.77,,,,-11.0,,
247,-79.4,43.63,TORONTO CITY CENTRE,6158359,2023-02-11 07:00,2023,2,11,07:00,-3.8,,-9.1,,67,,0.0,,31.0,,24.0,,16.1,,101.86,,,,-11.0,,
248,-79.4,43.63,TORONTO CITY CENTRE,6158359,2023-02-11 08:00,2023,2,11,08:00,-3.5,,-8.6,,68,,0.0,,33.0,,15.0,,16.1,,101.92,,,,-9.0,,
249,-79.4,43.63,TORONTO CITY CENTRE,6158359,2023-02-11 09:00,2023,2,11,09:00,-2.1,,-7.8,,65,,0.0,,31.0,,21.0,,16.1,,101.95,,,,-8.0,,
250,-79.4,43.63,TORONTO CITY CENTRE,6158359,2023-02-11 10:00,2023,2,11,10:00,-1.6,,-7.2,,66,,0.0,,26.0,,9.0,,16.1,,101.94,,,,-5.0,,
251,-79.4,43.63,TORONTO CITY CENTRE,6158359,2023-02-11 11:00,2023,2,11,11:00,-0.9,,-5.9,,69,,0.0,,27.0,,9.0,,16.1,,101.92,,,,-4.0,,
252,-79.4,43.63,TORONTO CITY CENTRE,6158359,2023-02-11 12:00,2023,2,11,12:00,0.2,,-5.4,,66,,0.0,,24.0,,11.0,,16.1,,101.85,,,,,,
253,-79.4,43.63,TORONTO CITY CENTRE,6158359,2023-02-11 13:00,2023,2,11,13:00,0.6,,-5.8,,62,,0.0,,27.0,,17.0,,16.1,,101.72,,,,,,
254,-79.4,43.63,TORONTO CITY CENTRE,6158359,2023-02-11 14:00,2023,2,11,14:00,1.1,,-5.0,,64,,0.0,,21.0,,26.0,,16.1,,101.61,,,,,,
255,-79.4,43.63,TORONTO CITY CENTRE,6158359,2023-02-11 15:00,2023,2,11,15:00,1.7,,-4.1,,66,,0.0,,21.0,,22.0,,16.1,,101.53,,,,,,
256,-79.4,43.63,TORONTO CITY CENTRE,6158359,2023-02-11 16:00,2023,2,11,16:00,2.0,,-4.1,,64,,0.0,,21.0,,26.0,,16.1,,101.48,,,,,,
257,-79.4,43.63,TORONTO CITY CENTRE,6158359,2023-02-11 17:00,2023,2,11,17:00,1.5,,-3.0,,72,,0.0,,20.0,,34.0,,16.1,,101.4,,,,,,
258,-79.4,43.63,TORONTO CITY CENTRE,6158359,2023-02-11 18:00,2023,2,11,18:00,0.8,,-2.8,,77,,0.0,,20.0,,34.0,,16.1,,101.35,,,,,,
259,-79.4,43.63,TORONTO CITY CENTRE,6158359,2023-02-11 19:00,2023,2,11,19:00,1.0,,-4.0,,69,,0.0,,23.0,,30.0,,16.1,,101.33,,,,,,
260,-79.4,43.63,TORONTO CITY CENTRE,6158359,2023-02-11 20:00,2023,2,11,20:00,0.5,,-5.4,,65,,0.0,,24.0,,28.0,,16.1,,101.26,,,,,,
261,-79.4,43.63,TORONTO CITY CENTRE,6158359,2023-02-11 21:00,2023,2,11,21:00,1.1,,-6.5,,57,,0.0,,25.0,,24.0,,16.1,,101.17,,,,,,
262,-79.4,43.63,TORONTO CITY CENTRE,6158359,2023-02-11 22:00,2023,2,11,22:00,1.4,,-6.6,,55,,0.0,,25.0,,15.0,,16.1,,101.17,,,,,,
263,-79.4,43.63,TORONTO CITY CENTRE,6158359,2023-02-11 23:00,2023,2,11,23:00,1.5,,-4.9,,63,,0.0,,25.0,,21.0,,16.1,,101.11,,,,,,
264,-79.4,43.63,TORONTO CITY CENTRE,6158359,2023-02-12 00:00,2023,2,12,00:00,1.3,,-4.6,,65,,0.0,,24.0,,18.0,,16.1,,101.1,,,,,,
265,-79.4,43.63,TORONTO CITY CENTRE,6158359,2023-02-12 01:00,2023,2,12,01:00,1.6,,-4.1,,66,,0.0,,24.0,,26.0,,16.1,,101.05,,,,,,
266,-79.4,43.63,TORONTO CITY CENTRE,6158359,2023-02-12 02:00,2023,2,12,02:00,0.8,,-4.5,,68,,0.0,,26.0,,17.0,,16.1,,101.05,,,,,,
267,-79.4,43.63,TORONTO CITY CENTRE,6158359,2023-02-12 03:00,2023,2,12,03:00,0.4,,-4.5,,70,,0.0,,29.0,,17.0,,16.1,,101.02,,,,,,
268,-79.4,43.63,TORONTO CITY CENTRE,6158359,2023-02-12 04:00,2023,2,12,04:00,0.8,,-3.3,,74,,0.0,,22.0,,8.0,,16.1,,100.99,,,,,,
269,-79.4,43.63,TORONTO CITY CENTRE,6158359,2023-02-12 05:00,2023,2,12,05:00,0.6,,-3.3,,75,,0.0,,27.0,,11.0,,16.1,,100.96,,,,,,
270,-79.4,43.63,TORONTO CITY CENTRE,6158359,2023-02-12 06:00,2023,2,12,06:00,0.9,,-3.5,,73,,0.0,,25.0,,15.0,,16.1,,100.96,,,,,,
271,-79.4,43.63,TORONTO CITY CENTRE,6158359,2023-02-12 07:00,2023,2,12,07:00,0.3,,-3.5,,76,,0.0,,26.0,,15.0,,16.1,,100.98,,,,,,
272,-79.4,43.63,TORONTO CITY CENTRE,6158359,2023-02-12 08:00,2023,2,12,08:00,1.1,,-2.7,,76,,0.0,,23.0,,17.0,,16.1,,101.01,,,,,,
273,-79.4,43.63,TORONTO CITY CENTRE,6158359,2023-02-12 09:00,2023,2,12,09:00,1.7,,-2.1,,76,,0.0,,27.0,,13.0,,16.1,,100.98,,,,,,
274,-79.4,43.63,TORONTO CITY CENTRE,6158359,2023-02-12 10:00,2023,2,12,10:00,1.6,,-2.7,,73,,0.0,,29.0,,11.0,,16.1,,100.91,,,,,,
275,-79.4,43.63,TORONTO CITY CENTRE,6158359,2023-02-12 11:00,2023,2,12,11:00,2.1,,-3.3,,68,,0.0,,27.0,,9.0,,16.1,,100.86,,,,,,
276,-79.4,43.63,TORONTO CITY CENTRE,6158359,2023-02-12 12:00,2023,2,12,12:00,3.1,,-3.1,,64,,0.0,,20.0,,9.0,,16.1,,100.74,,,,,,
277,-79.4,43.63,TORONTO CITY CENTRE,6158359,2023-02-12 13:00,2023,2,12,13:00,3.7,,-2.4,,64,,0.0,,18.0,,11.0,,16.1,,100.63,,,,,,
278,-79.4,43.63,TORONTO CITY CENTRE,6158359,2023-02-12 14:00,2023,2,12,14:00,4.3,,-3.6,,57,,0.0,,13.0,,5.0,,16.1,,100.49,,,,,,
279,-79.4,43.63,TORONTO CITY CENTRE,6158359,2023-02-12 15:00,2023,2,12,15:00,5.4,,-4.2,,50,,0.0,,12.0,,5.0,,16.1,,100.42,,,,,,
280,-79.4,43.63,TORONTO CITY CENTRE,6158359,2023-02-12 16:00,2023,2,12,16:00,4.2,,-2.6,,61,,0.0,,6.0,,15.0,,16.1,,100.38,,,,,,
